"TT1" "TT2" "TT3" "TT25" "TT26" "TT27"
"ENSG00000230106" 0 0 0 0 0 0
"ENSG00000254384" 0 0 0 0 0 0
"ENSG00000198042" 1146 1607 1750 494 741 607
"ENSG00000175445" 0 0 0 0 0 0
"ENSG00000249005" 0 0 0 0 0 0
"ENSG00000282759" 0 0 0 0 0 0
"ENSG00000147421" 462 364 480 209 246 278
"ENSG00000254936" 0 0 0 0 0 0
"ENSG00000254753" 0 0 0 0 0 0
"ENSG00000156006" 0 0 0 0 1 2
"ENSG00000228744" 0 0 0 0 0 0
"ENSG00000271118" 0 0 1 0 0 0
"ENSG00000254002" 0 0 0 0 0 0
"ENSG00000254319" 0 0 0 0 1 0
"ENSG00000253230" 0 0 0 0 0 0
"ENSG00000253604" 0 0 0 0 0 0
"ENSG00000272256" 0 0 0 0 4 1
"ENSG00000171056" 34 7 17 8 11 11
"ENSG00000275461" 0 0 0 0 0 0
"ENSG00000253632" 1 0 1 1 1 2
"ENSG00000036565" 0 0 1 0 0 0
"ENSG00000249213" 0 0 0 0 0 0
"ENSG00000240015" 1 0 1 0 1 0
"ENSG00000253452" 0 1 0 0 0 0
"ENSG00000158941" 1198 2018 2166 972 1039 802
"ENSG00000172728" 686 901 987 490 500 510
"ENSG00000206034" 0 0 0 0 0 0
"ENSG00000258724" 0 0 0 0 0 0
"ENSG00000253610" 0 0 0 0 0 0
"ENSG00000253275" 0 0 0 0 0 0
"ENSG00000156687" 33 20 23 15 23 22
"ENSG00000253934" 0 0 0 0 0 0
"ENSG00000253112" 3 2 0 0 0 1
"ENSG00000254889" 0 0 0 0 0 0
"ENSG00000233238" 0 0 0 0 0 0
"ENSG00000280147" 0 0 0 0 0 0
"ENSG00000130227" 3169 3176 3848 1473 1688 1814
"ENSG00000253557" 0 0 0 0 0 0
"ENSG00000253199" 0 0 0 0 0 0
"ENSG00000038945" 0 0 0 0 0 3
"ENSG00000253388" 0 0 0 0 0 0
"ENSG00000251203" 1 0 0 0 0 0
"ENSG00000286804" 0 0 0 0 0 0
"ENSG00000253932" 0 0 0 0 0 0
"ENSG00000092964" 9913 11159 12687 6174 7273 7048
"ENSG00000225725" 0 0 3 2 3 0
"ENSG00000120885" 4726 10392 10808 6847 7631 5843
"ENSG00000287152" 0 0 0 0 0 0
"ENSG00000164825" 4 13 7 12 14 7
"ENSG00000288110" 0 0 0 0 0 0
"ENSG00000285620" 0 0 0 0 0 0
"ENSG00000147533" 123 204 295 106 140 110
"ENSG00000282142" 0 0 0 0 0 0
"ENSG00000253164" 0 0 0 0 0 0
"ENSG00000171711" 0 0 0 0 0 0
"ENSG00000253279" 0 0 0 0 2 0
"ENSG00000243265" 4 1 1 0 0 0
"ENSG00000253377" 0 0 0 0 0 0
"ENSG00000253457" 5 6 3 4 0 0
"ENSG00000253100" 0 0 0 0 0 0
"ENSG00000278256" 0 0 0 0 0 0
"ENSG00000177243" 0 0 0 0 0 0
"ENSG00000147419" 970 1289 1461 607 664 677
"ENSG00000253425" 0 0 0 0 0 0
"ENSG00000253620" 0 2 1 0 0 0
"ENSG00000253535" 0 0 1 2 0 0
"ENSG00000254309" 0 0 0 0 0 0
"ENSG00000253396" 0 0 0 0 0 0
"ENSG00000253746" 0 0 0 0 0 0
"ENSG00000253381" 0 0 0 0 0 0
"ENSG00000249848" 2 0 1 0 0 0
"ENSG00000280453" 0 0 0 0 0 0
"ENSG00000248423" 8 5 6 1 0 1
"ENSG00000253774" 0 0 1 0 2 0
"ENSG00000147454" 1089 1315 1450 601 708 703
"ENSG00000253899" 0 0 0 0 0 0
"ENSG00000120875" 5794 5160 6542 2547 2772 2815
"ENSG00000253888" 0 0 0 0 0 0
"ENSG00000233176" 0 0 0 0 0 0
"ENSG00000104626" 2008 2878 3142 987 1003 1053
"ENSG00000223885" 0 0 0 0 0 0
"ENSG00000253891" 0 0 0 0 0 0
"ENSG00000177306" 0 0 0 0 0 0
"ENSG00000253571" 0 0 0 0 0 0
"ENSG00000253505" 1 0 1 0 0 1
"ENSG00000177669" 3 4 4 5 5 4
"ENSG00000282160" 0 0 0 0 0 0
"ENSG00000253108" 0 0 0 0 0 0
"ENSG00000069206" 0 2 4 0 0 0
"ENSG00000147459" 7835 4542 6535 2257 2285 3320
"ENSG00000253232" 0 0 0 0 0 0
"ENSG00000168077" 1143 1024 1107 400 461 424
"ENSG00000253488" 0 0 1 0 0 0
"ENSG00000253182" 2 0 6 1 0 0
"ENSG00000259196" 0 0 0 0 0 0
"ENSG00000253939" 0 0 0 0 0 0
"ENSG00000253335" 0 0 3 2 1 0
"ENSG00000253951" 0 0 0 0 0 0
"ENSG00000253770" 0 1 0 0 1 0
"ENSG00000259366" 36 12 9 9 10 19
"ENSG00000239839" 0 0 0 0 0 0
"ENSG00000254069" 0 0 0 0 0 0
"ENSG00000242607" 1 1 4 0 0 1
"ENSG00000237215" 0 0 0 0 0 0
"ENSG00000248538" 9 22 21 7 13 25
"ENSG00000253993" 0 0 0 0 0 0
"ENSG00000287204" 0 0 0 0 0 0
"ENSG00000254061" 0 0 2 1 4 0
"ENSG00000253641" 2 0 4 0 0 0
"ENSG00000186579" 0 0 0 0 0 0
"ENSG00000253995" 0 0 0 0 0 0
"ENSG00000214268" 0 0 0 0 0 0
"ENSG00000254425" 0 0 0 0 0 0
"ENSG00000254111" 0 2 0 1 0 0
"ENSG00000104660" 1394 1508 1841 787 885 892
"ENSG00000254320" 0 0 0 0 0 0
"ENSG00000253560" 0 0 0 0 0 0
"ENSG00000120907" 0 0 0 0 0 0
"ENSG00000133878" 4 4 6 7 5 0
"ENSG00000147465" 3 2 1 3 0 1
"ENSG00000254917" 0 0 0 0 0 0
"ENSG00000253685" 0 0 0 0 0 0
"ENSG00000253346" 0 0 0 0 0 0
"ENSG00000167034" 234 198 269 79 105 85
"ENSG00000285977" 0 0 0 0 0 0
"ENSG00000147416" 2000 2639 2850 1260 1580 1323
"ENSG00000279099" 1 0 0 0 0 0
"ENSG00000156675" 842 631 850 327 364 456
"ENSG00000253524" 0 0 0 0 0 0
"ENSG00000240519" 0 0 0 0 0 0
"ENSG00000254362" 0 0 0 0 0 0
"ENSG00000253414" 0 0 0 0 0 0
"ENSG00000253476" 13 12 9 4 6 7
"ENSG00000248738" 0 0 0 0 0 0
"ENSG00000253133" 11 8 17 1 4 2
"ENSG00000248964" 0 1 0 0 0 0
"ENSG00000253344" 0 0 0 0 0 0
"ENSG00000284724" 0 0 0 0 0 0
"ENSG00000187840" 1918 4277 4265 1448 1824 1501
"ENSG00000186599" 0 0 0 0 0 0
"ENSG00000285687" 0 0 0 0 0 0
"ENSG00000104756" 1728 1696 2052 762 856 927
"ENSG00000120925" 755 842 1038 657 681 698
"ENSG00000254370" 0 2 0 0 0 0
"ENSG00000253643" 0 0 0 0 0 0
"ENSG00000178287" 0 0 0 0 0 0
"ENSG00000243844" 0 0 0 0 0 0
"ENSG00000015592" 0 0 0 0 0 0
"ENSG00000253290" 0 0 0 0 0 0
"ENSG00000243181" 1 6 3 0 3 4
"ENSG00000255211" 0 0 0 0 0 0
"ENSG00000287166" 2 0 5 5 1 4
"ENSG00000147471" 1407 1643 1904 748 823 848
"ENSG00000260588" 2 5 7 0 1 1
"ENSG00000134013" 1495 1135 1444 294 312 380
"ENSG00000233531" 0 0 0 0 0 0
"ENSG00000251191" 0 4 6 2 4 4
"ENSG00000283402" 2 0 3 1 0 0
"ENSG00000061337" 9 5 17 3 5 4
"ENSG00000253161" 0 0 0 0 2 0
"ENSG00000188873" 0 0 0 0 0 0
"ENSG00000184661" 3714 3265 3795 1153 1172 1185
"ENSG00000253200" 17 38 24 13 15 20
"ENSG00000254067" 0 0 0 0 0 0
"ENSG00000254244" 0 0 0 0 0 0
"ENSG00000186918" 486 456 552 262 367 377
"ENSG00000228451" 53 67 58 42 56 58
"ENSG00000255495" 17 34 20 23 29 29
"ENSG00000271869" 11 47 57 8 21 18
"ENSG00000244708" 0 0 0 0 0 0
"ENSG00000239198" 0 0 0 0 0 0
"ENSG00000254095" 0 0 0 0 0 0
"ENSG00000250483" 4 1 0 0 1 0
"ENSG00000285601" 28 19 31 13 11 18
"ENSG00000253504" 0 0 0 0 0 0
"ENSG00000254796" 0 0 0 0 0 0
"ENSG00000270966" 1 0 0 1 5 3
"ENSG00000272338" 40 55 49 13 22 16
"ENSG00000254090" 1 0 0 0 0 0
"ENSG00000147475" 1178 1572 1784 856 960 926
"ENSG00000253208" 0 2 0 0 0 0
"ENSG00000255128" 0 0 0 0 0 0
"ENSG00000244113" 1 0 0 0 0 0
"ENSG00000104219" 3088 4656 5007 2896 2972 2773
"ENSG00000250305" 12 14 11 15 24 18
"ENSG00000188512" 0 0 2 0 0 0
"ENSG00000279949" 4 0 3 0 0 0
"ENSG00000253665" 0 0 0 0 0 0
"ENSG00000253875" 8 4 4 0 5 3
"ENSG00000272163" 6 1 4 1 5 5
"ENSG00000003987" 85 74 78 39 68 45
"ENSG00000285669" 17 39 20 13 25 7
"ENSG00000253974" 14 9 16 1 6 4
"ENSG00000284858" 15 21 33 19 17 15
"ENSG00000279881" 1 0 0 0 0 0
"ENSG00000169154" 0 0 0 0 0 0
"ENSG00000230045" 0 0 0 0 0 0
"ENSG00000279302" 0 0 0 0 0 0
"ENSG00000246130" 6 2 8 7 4 2
"ENSG00000253206" 0 0 0 0 0 0
"ENSG00000168300" 948 1581 1777 1105 1208 1242
"ENSG00000253943" 0 0 0 0 0 0
"ENSG00000253174" 1 1 4 0 3 0
"ENSG00000253903" 0 0 0 0 0 0
"ENSG00000270255" 5 1 3 0 0 0
"ENSG00000253569" 0 0 0 0 0 0
"ENSG00000254491" 0 0 0 0 0 0
"ENSG00000254156" 0 0 0 0 0 0
"ENSG00000104765" 3497 4196 4787 3412 3831 3937
"ENSG00000134028" 0 0 0 0 0 0
"ENSG00000253455" 0 0 0 0 0 0
"ENSG00000197892" 769 583 748 490 532 557
"ENSG00000253838" 0 0 0 0 0 0
"ENSG00000253837" 21 11 14 2 2 3
"ENSG00000253330" 5 4 6 5 6 0
"ENSG00000254165" 6 1 2 3 1 2
"ENSG00000272375" 9 6 6 3 3 0
"ENSG00000254033" 0 0 0 0 0 0
"ENSG00000253142" 0 0 0 0 0 0
"ENSG00000253418" 0 0 0 0 0 0
"ENSG00000253654" 0 0 0 0 0 0
"ENSG00000233109" 0 0 0 0 0 0
"ENSG00000168172" 3129 2122 2806 1539 1802 2088
"ENSG00000245857" 0 1 0 0 0 0
"ENSG00000287590" 0 0 0 0 0 0
"ENSG00000245025" 18 15 24 10 8 11
"ENSG00000286693" 0 0 0 0 0 0
"ENSG00000104613" 2067 3056 3323 1373 1530 1355
"ENSG00000253642" 0 0 0 0 0 0
"ENSG00000164822" 0 0 0 0 0 0
"ENSG00000253813" 0 0 0 0 0 0
"ENSG00000104671" 230 397 507 193 219 178
"ENSG00000215378" 0 0 0 0 0 0
"ENSG00000221914" 1826 1379 1826 597 685 841
"ENSG00000253390" 3 0 1 0 0 0
"ENSG00000168078" 2406 3842 4256 1082 1278 1080
"ENSG00000253354" 1 0 0 0 0 0
"ENSG00000254091" 0 0 0 0 0 0
"ENSG00000253356" 0 0 0 0 0 0
"ENSG00000254013" 0 3 1 0 0 0
"ENSG00000246582" 89 109 160 52 57 68
"ENSG00000197217" 867 934 1104 508 573 528
"ENSG00000246430" 0 0 0 0 0 0
"ENSG00000272024" 0 4 6 0 1 2
"ENSG00000254724" 0 0 0 0 0 0
"ENSG00000164808" 842 917 1078 660 716 699
"ENSG00000253300" 0 0 0 0 0 0
"ENSG00000253615" 0 0 0 1 0 0
"ENSG00000272457" 2 0 2 3 2 2
"ENSG00000171044" 0 0 0 0 0 0
"ENSG00000254556" 0 0 0 0 0 0
"ENSG00000253369" 0 0 0 0 0 0
"ENSG00000253502" 0 0 2 0 0 0
"ENSG00000285880" 0 0 0 0 0 0
"ENSG00000232024" 66 118 140 56 59 52
"ENSG00000253380" 0 0 0 0 0 0
"ENSG00000253139" 0 0 0 0 0 0
"ENSG00000253802" 24 49 31 24 26 43
"ENSG00000147437" 38 16 43 13 16 12
"ENSG00000253314" 0 0 0 0 0 0
"ENSG00000286648" 0 3 0 0 0 0
"ENSG00000253986" 0 0 0 0 0 0
"ENSG00000253734" 0 0 0 0 0 0
"ENSG00000120915" 170 206 200 149 161 177
"ENSG00000215179" 0 1 0 0 0 0
"ENSG00000134014" 1088 1684 1823 988 959 887
"ENSG00000188676" 0 0 0 0 0 0
"ENSG00000253181" 0 0 0 0 0 0
"ENSG00000253695" 3 6 0 0 0 0
"ENSG00000241511" 0 0 0 0 0 1
"ENSG00000254527" 2 0 1 2 0 1
"ENSG00000254152" 0 0 0 0 0 0
"ENSG00000253961" 1 0 3 0 2 2
"ENSG00000254222" 0 0 0 0 0 0
"ENSG00000276605" 0 0 0 0 0 0
"ENSG00000169139" 924 1354 1578 473 646 625
"ENSG00000286131" 0 0 0 0 0 0
"ENSG00000168575" 471 511 606 315 339 335
"ENSG00000251468" 0 0 0 1 1 0
"ENSG00000253114" 0 0 0 0 0 0
"ENSG00000233609" 1 0 3 2 0 6
"ENSG00000250516" 0 0 0 0 0 0
"ENSG00000272076" 5 2 6 0 1 2
"ENSG00000253319" 0 0 0 0 0 0
"ENSG00000104611" 964 817 1102 419 458 511
"ENSG00000120889" 4395 5839 6391 2527 2787 2573
"ENSG00000284613" 0 0 0 0 0 0
"ENSG00000206579" 0 0 0 1 0 0
"ENSG00000187735" 5552 8804 9677 4202 4532 4164
"ENSG00000260253" 6 2 8 4 3 6
"ENSG00000253810" 0 0 0 0 0 0
"ENSG00000254268" 0 0 0 0 0 0
"ENSG00000253393" 0 0 1 0 0 1
"ENSG00000285992" 0 0 0 0 0 0
"ENSG00000248531" 0 2 1 0 0 0
"ENSG00000254287" 0 0 0 0 0 0
"ENSG00000253363" 0 0 0 0 0 0
"ENSG00000253342" 0 0 0 0 0 0
"ENSG00000249050" 0 0 0 0 0 0
"ENSG00000224594" 0 0 0 0 0 0
"ENSG00000253430" 0 0 0 0 0 0
"ENSG00000254194" 0 0 0 0 0 0
"ENSG00000253664" 0 1 0 0 0 0
"ENSG00000254625" 0 0 0 0 0 0
"ENSG00000240738" 0 0 0 0 0 0
"ENSG00000270154" 0 2 0 0 0 0
"ENSG00000253616" 40 71 82 55 43 37
"ENSG00000254049" 0 0 0 0 0 0
"ENSG00000231965" 0 0 0 0 0 0
"ENSG00000168081" 1 0 0 1 0 0
"ENSG00000278428" 0 0 0 0 0 0
"ENSG00000227888" 17 12 10 14 24 10
"ENSG00000253140" 0 0 0 0 2 0
"ENSG00000254145" 0 0 0 0 0 0
"ENSG00000286798" 0 0 0 0 0 0
"ENSG00000287535" 0 0 0 0 0 0
"ENSG00000183638" 4 5 0 1 2 2
"ENSG00000240694" 1926 2831 3163 1543 1740 1499
"ENSG00000253907" 0 0 0 0 0 0
"ENSG00000254109" 39 56 53 41 24 39
"ENSG00000129691" 502 455 573 200 200 239
"ENSG00000253879" 0 0 0 0 0 0
"ENSG00000253483" 3 4 1 1 0 1
"ENSG00000269924" 15 1 5 5 1 3
"ENSG00000254087" 950 781 1025 418 398 454
"ENSG00000196711" 5 6 15 3 5 3
"ENSG00000254358" 0 0 0 0 0 0
"ENSG00000253803" 0 0 0 0 0 0
"ENSG00000104237" 10 3 0 3 1 0
"ENSG00000253198" 0 0 0 0 0 0
"ENSG00000147481" 0 0 0 0 0 0
"ENSG00000253475" 2 0 0 0 0 0
"ENSG00000157168" 8262 7477 9346 2772 3017 3262
"ENSG00000133872" 3606 7040 7631 4586 5330 4605
"ENSG00000253684" 0 0 0 0 0 0
"ENSG00000253608" 0 0 0 0 0 0
"ENSG00000172817" 89 74 85 32 36 55
"ENSG00000253670" 0 0 0 0 0 0
"ENSG00000253892" 0 0 0 0 0 0
"ENSG00000253844" 0 0 1 1 0 0
"ENSG00000183779" 174 73 119 72 81 78
"ENSG00000178538" 105 112 145 44 33 28
"ENSG00000247134" 295 525 549 370 372 343
"ENSG00000020181" 134 113 148 48 67 59
"ENSG00000253397" 0 0 0 0 0 0
"ENSG00000248347" 0 0 0 0 0 0
"ENSG00000131931" 195 375 404 170 163 171
"ENSG00000104738" 6033 4184 5884 1211 1342 1620
"ENSG00000271377" 0 0 0 0 0 0
"ENSG00000274310" 0 0 0 0 0 0
"ENSG00000234770" 0 0 1 0 0 2
"ENSG00000244159" 4 1 1 1 0 0
"ENSG00000241431" 21 14 26 8 13 24
"ENSG00000251470" 0 0 0 0 0 0
"ENSG00000253817" 0 0 0 0 0 0
"ENSG00000237038" 0 0 0 0 0 0
"ENSG00000253708" 0 0 1 0 1 0
"ENSG00000229211" 0 0 0 0 0 0
"ENSG00000253843" 0 0 0 0 0 0
"ENSG00000284717" 2 1 2 4 7 11
"ENSG00000255378" 0 0 0 0 0 0
"ENSG00000253317" 0 1 0 0 1 0
"ENSG00000133874" 89 126 122 66 76 83
"ENSG00000104221" 102 164 224 103 117 78
"ENSG00000253697" 3 1 0 0 1 3
"ENSG00000275115" 0 0 0 0 0 0
"ENSG00000253474" 0 0 0 0 0 0
"ENSG00000254423" 1 0 1 0 1 0
"ENSG00000254581" 0 0 0 0 0 0
"ENSG00000253484" 0 0 0 0 0 0
"ENSG00000286348" 0 0 0 0 0 0
"ENSG00000253976" 0 0 0 0 0 0
"ENSG00000147488" 1 4 4 2 0 2
"ENSG00000085788" 1196 1798 1881 956 1022 981
"ENSG00000279858" 9 2 0 1 1 0
"ENSG00000253190" 7 12 15 6 7 6
"ENSG00000236125" 0 0 0 0 0 0
"ENSG00000253205" 0 1 0 0 0 0
"ENSG00000287844" 0 2 0 0 0 0
"ENSG00000270328" 0 0 0 0 0 0
"ENSG00000253711" 0 0 0 0 0 0
"ENSG00000196115" 0 2 0 0 0 0
"ENSG00000215117" 0 0 0 0 0 0
"ENSG00000285765" 0 1 0 0 0 0
"ENSG00000253688" 0 1 0 0 0 0
"ENSG00000042980" 9 2 6 3 6 9
"ENSG00000285632" 6 10 7 5 1 1
"ENSG00000165061" 53 29 52 20 42 38
"ENSG00000121005" 6 18 20 10 14 4
"ENSG00000104679" 919 1692 1873 814 940 800
"ENSG00000254131" 0 0 0 0 0 0
"ENSG00000104722" 0 0 0 0 0 0
"ENSG00000254001" 0 0 0 0 0 0
"ENSG00000253332" 0 0 0 0 0 0
"ENSG00000164751" 902 1636 1613 812 1035 962
"ENSG00000253667" 10 4 0 0 1 1
"ENSG00000253147" 0 0 0 0 0 0
"ENSG00000104427" 177 278 287 135 112 142
"ENSG00000147485" 18 52 44 15 26 10
"ENSG00000253523" 0 1 0 1 0 1
"ENSG00000253123" 0 0 0 0 0 0
"ENSG00000226301" 0 0 0 0 0 0
"ENSG00000167904" 590 966 1087 410 512 506
"ENSG00000254325" 0 0 3 0 1 0
"ENSG00000254136" 0 0 0 0 0 0
"ENSG00000215177" 0 0 0 0 0 0
"ENSG00000171033" 2 2 2 0 0 2
"ENSG00000127589" 145 166 192 42 48 77
"ENSG00000270076" 0 0 0 0 0 0
"ENSG00000240540" 0 0 0 0 0 0
"ENSG00000260955" 5 6 2 0 1 1
"ENSG00000251354" 8 0 2 0 1 0
"ENSG00000254288" 0 0 0 0 0 0
"ENSG00000284948" 10 36 48 22 28 29
"ENSG00000091656" 357 182 251 93 121 164
"ENSG00000253659" 0 0 0 0 0 0
"ENSG00000254204" 0 0 0 0 0 0
"ENSG00000254051" 0 0 0 0 0 0
"ENSG00000254305" 0 0 0 0 0 0
"ENSG00000228801" 124 186 215 109 153 114
"ENSG00000177182" 325 543 573 314 359 320
"ENSG00000171060" 1 4 9 4 4 3
"ENSG00000254775" 0 0 0 0 0 0
"ENSG00000253849" 0 0 0 0 0 0
"ENSG00000104442" 2712 5190 5471 1867 2207 2011
"ENSG00000253235" 0 0 0 0 0 0
"ENSG00000286675" 2 0 0 0 0 1
"ENSG00000205293" 0 1 0 0 1 2
"ENSG00000254162" 41 10 18 5 10 12
"ENSG00000164736" 44 56 90 28 81 36
"ENSG00000272138" 2 13 11 7 9 6
"ENSG00000226098" 2 0 2 0 4 0
"ENSG00000253216" 0 0 0 0 0 0
"ENSG00000249889" 1 0 0 0 1 0
"ENSG00000287185" 82 89 70 22 30 30
"ENSG00000173530" 780 1146 1300 712 752 731
"ENSG00000221947" 22 26 14 10 13 14
"ENSG00000253214" 0 0 0 0 0 0
"ENSG00000253340" 0 0 0 0 0 0
"ENSG00000280193" 27 28 33 6 6 8
"ENSG00000253273" 6 2 2 0 2 1
"ENSG00000254367" 44 39 66 60 75 57
"ENSG00000253762" 0 0 0 0 0 0
"ENSG00000248498" 0 0 0 0 0 0
"ENSG00000286471" 0 0 1 1 1 0
"ENSG00000235778" 0 0 0 0 0 0
"ENSG00000286113" 0 0 2 2 1 0
"ENSG00000254330" 0 0 0 0 0 0
"ENSG00000076641" 24 23 13 10 4 7
"ENSG00000286837" 0 4 1 4 4 0
"ENSG00000254177" 0 0 0 0 0 0
"ENSG00000228984" 0 0 0 0 0 0
"ENSG00000131203" 0 0 0 0 0 0
"ENSG00000254105" 0 8 0 0 0 0
"ENSG00000198363" 33156 53040 56909 19490 23662 20285
"ENSG00000272264" 6 8 4 0 1 1
"ENSG00000253919" 22 30 30 18 15 13
"ENSG00000253231" 0 0 0 0 0 0
"ENSG00000254776" 0 0 0 0 0 0
"ENSG00000250979" 3 5 0 0 1 0
"ENSG00000137573" 0 1 0 0 1 1
"ENSG00000254086" 0 0 0 0 0 0
"ENSG00000251521" 0 1 1 0 2 0
"ENSG00000215096" 0 0 0 0 0 0
"ENSG00000276418" 0 0 0 0 1 0
"ENSG00000165084" 2 8 3 4 3 3
"ENSG00000253729" 34960 27013 34339 10584 12161 12408
"ENSG00000253138" 0 0 0 0 0 0
"ENSG00000253423" 0 0 0 0 0 0
"ENSG00000164879" 0 0 2 0 0 0
"ENSG00000253516" 0 0 1 0 1 0
"ENSG00000277436" 0 0 0 0 0 0
"ENSG00000244295" 0 0 0 0 0 0
"ENSG00000253287" 0 0 0 0 0 0
"ENSG00000253983" 0 0 0 0 0 0
"ENSG00000170323" 0 0 0 0 0 0
"ENSG00000253789" 7 8 1 0 0 2
"ENSG00000253238" 1 0 2 1 0 0
"ENSG00000158669" 1314 2289 2470 1153 1124 858
"ENSG00000250962" 0 0 0 0 0 0
"ENSG00000215372" 0 3 0 0 0 0
"ENSG00000253581" 0 0 0 0 0 0
"ENSG00000287052" 0 0 0 0 0 0
"ENSG00000164684" 1099 705 921 428 463 654
"ENSG00000164749" 222 285 334 167 200 203
"ENSG00000254314" 1 0 0 0 0 0
"ENSG00000240427" 0 0 0 0 0 0
"ENSG00000213791" 0 0 0 0 0 0
"ENSG00000271167" 0 5 0 0 0 0
"ENSG00000254274" 1 2 2 0 0 2
"ENSG00000104331" 7050 8702 10025 3661 4052 3905
"ENSG00000253661" 0 0 0 0 0 0
"ENSG00000275928" 0 0 0 0 0 0
"ENSG00000241746" 0 0 0 0 0 0
"ENSG00000253952" 1 0 0 0 0 1
"ENSG00000285768" 0 0 0 0 0 0
"ENSG00000176731" 366 788 786 351 447 420
"ENSG00000213881" 17 38 50 12 18 18
"ENSG00000254383" 0 0 0 0 0 0
"ENSG00000261618" 0 0 0 0 0 1
"ENSG00000254181" 0 0 0 0 0 0
"ENSG00000164823" 2649 3589 3935 2012 2320 2118
"ENSG00000040341" 1340 1754 2009 973 1170 1050
"ENSG00000253233" 0 0 0 0 0 0
"ENSG00000272425" 3 7 2 2 1 3
"ENSG00000274343" 0 0 0 0 0 0
"ENSG00000147606" 10 2 11 0 2 0
"ENSG00000253383" 0 0 2 0 0 0
"ENSG00000254432" 4 0 4 1 2 0
"ENSG00000104432" 11 12 10 6 7 10
"ENSG00000254377" 0 0 0 0 0 0
"ENSG00000253836" 0 0 0 0 0 0
"ENSG00000251563" 0 0 0 0 0 0
"ENSG00000253738" 285 570 645 269 358 307
"ENSG00000237807" 4 3 4 0 0 0
"ENSG00000164683" 16 26 34 7 16 15
"ENSG00000254266" 0 1 0 0 0 0
"ENSG00000258677" 0 0 0 0 0 0
"ENSG00000254020" 0 0 0 0 0 0
"ENSG00000253358" 1 1 3 0 0 0
"ENSG00000253964" 0 0 0 0 0 0
"ENSG00000168079" 75 105 94 69 77 60
"ENSG00000254392" 0 0 0 0 0 0
"ENSG00000104497" 157 238 264 98 115 136
"ENSG00000253577" 1 0 0 0 0 0
"ENSG00000104327" 3 3 1 1 3 3
"ENSG00000133731" 498 885 918 380 359 374
"ENSG00000258256" 0 0 1 3 0 0
"ENSG00000123119" 23 56 62 15 13 18
"ENSG00000285744" 0 0 0 0 0 0
"ENSG00000254231" 3 3 12 20 44 35
"ENSG00000270971" 0 0 0 0 0 0
"ENSG00000205186" 0 0 0 0 0 0
"ENSG00000186523" 25 38 40 14 18 26
"ENSG00000206228" 0 0 1 0 1 0
"ENSG00000251136" 204 177 221 117 104 135
"ENSG00000253682" 0 0 0 0 0 0
"ENSG00000237264" 1 1 1 0 0 0
"ENSG00000260398" 0 0 0 0 0 0
"ENSG00000251867" 5 4 3 1 0 3
"ENSG00000251127" 40 51 61 10 15 22
"ENSG00000253634" 2 0 0 0 0 0
"ENSG00000254954" 0 0 0 0 0 0
"ENSG00000246792" 11 5 6 1 4 4
"ENSG00000205176" 0 1 0 0 0 0
"ENSG00000251633" 0 0 0 0 0 0
"ENSG00000254070" 0 0 0 0 0 0
"ENSG00000203413" 0 0 0 0 0 0
"ENSG00000240047" 0 0 0 0 0 0
"ENSG00000164949" 87 119 145 91 110 111
"ENSG00000214954" 9 10 20 9 1 13
"ENSG00000205189" 1063 1175 1350 710 738 810
"ENSG00000212989" 0 0 0 0 0 0
"ENSG00000156103" 9 5 3 2 2 2
"ENSG00000253250" 44 81 59 32 67 27
"ENSG00000254195" 0 0 0 0 0 0
"ENSG00000270275" 0 0 0 0 0 0
"ENSG00000253391" 0 0 0 0 0 0
"ENSG00000254089" 0 0 0 0 0 0
"ENSG00000147613" 0 0 0 0 0 0
"ENSG00000233778" 0 0 0 0 0 0
"ENSG00000147596" 0 0 0 0 0 0
"ENSG00000155100" 558 824 850 281 285 318
"ENSG00000254538" 1 3 4 0 0 3
"ENSG00000164687" 509 574 557 124 156 152
"ENSG00000253833" 1 0 2 1 0 1
"ENSG00000260493" 5 10 7 8 3 2
"ENSG00000277422" 0 0 0 0 0 0
"ENSG00000270077" 0 0 0 0 0 0
"ENSG00000260317" 18 11 18 6 15 18
"ENSG00000253681" 0 0 0 0 0 0
"ENSG00000154589" 2 0 0 0 1 2
"ENSG00000254300" 0 0 0 0 0 0
"ENSG00000288005" 1 0 0 0 0 0
"ENSG00000253116" 11 1 5 3 0 1
"ENSG00000254366" 0 0 0 0 0 0
"ENSG00000236191" 0 0 0 0 0 0
"ENSG00000248762" 0 0 0 0 0 0
"ENSG00000253226" 0 0 0 0 0 0
"ENSG00000253871" 0 3 0 0 0 0
"ENSG00000253658" 0 0 0 0 0 0
"ENSG00000253549" 9 11 9 12 5 17
"ENSG00000246662" 1 0 1 0 0 2
"ENSG00000287352" 0 0 0 0 0 0
"ENSG00000254014" 0 0 0 0 0 0
"ENSG00000254120" 1 6 0 0 0 0
"ENSG00000164951" 329 368 481 166 210 194
"ENSG00000253655" 0 0 0 0 0 0
"ENSG00000104321" 314 395 421 203 207 167
"ENSG00000253675" 0 0 0 0 0 0
"ENSG00000235531" 136 225 254 150 174 154
"ENSG00000253175" 0 0 0 0 0 0
"ENSG00000254283" 0 0 0 0 0 0
"ENSG00000287927" 0 0 0 0 0 0
"ENSG00000079112" 381 428 504 401 493 484
"ENSG00000254048" 0 0 0 0 0 0
"ENSG00000272192" 0 3 2 1 2 3
