"TT1" "TT2" "TT3" "TT25" "TT26" "TT27"
"ENSG00000272518" 10 14 14 6 7 7
"ENSG00000253468" 2 0 0 0 0 0
"ENSG00000275386" 0 0 0 0 0 0
"ENSG00000156466" 4 3 1 2 0 0
"ENSG00000245080" 5 0 0 1 0 1
"ENSG00000254189" 0 0 0 0 0 0
"ENSG00000287959" 24 21 30 9 12 10
"ENSG00000270416" 0 0 0 0 0 0
"ENSG00000229182" 0 0 0 0 0 0
"ENSG00000035681" 1411 1391 1783 504 639 654
"ENSG00000147649" 6087 7726 8883 3670 4336 3885
"ENSG00000251234" 2 0 0 1 0 0
"ENSG00000253115" 0 0 0 0 0 0
"ENSG00000079102" 1 4 1 2 0 0
"ENSG00000254331" 0 0 1 0 0 0
"ENSG00000253137" 0 0 0 0 0 0
"ENSG00000104356" 794 1235 1350 477 542 380
"ENSG00000253302" 0 2 0 2 0 1
"ENSG00000177459" 83 91 81 55 71 56
"ENSG00000250857" 0 0 0 0 0 0
"ENSG00000274116" 0 0 0 0 0 0
"ENSG00000253237" 0 0 0 0 0 0
"ENSG00000254352" 2 6 2 0 1 3
"ENSG00000253334" 0 1 0 0 0 0
"ENSG00000285758" 4 2 3 0 1 2
"ENSG00000197416" 0 0 0 0 0 0
"ENSG00000251347" 0 0 0 0 0 0
"ENSG00000241003" 0 0 0 0 0 0
"ENSG00000253283" 0 0 0 0 0 0
"ENSG00000270866" 0 0 0 0 0 0
"ENSG00000253349" 0 0 0 0 1 0
"ENSG00000253901" 0 0 0 0 0 0
"ENSG00000104343" 1309 1878 2136 917 1053 1065
"ENSG00000243504" 1 1 0 5 0 2
"ENSG00000254285" 291 628 655 351 436 295
"ENSG00000287975" 4 1 1 0 0 1
"ENSG00000248801" 2 0 2 0 0 1
"ENSG00000253105" 0 0 0 0 0 0
"ENSG00000104231" 837 1382 1428 710 853 756
"ENSG00000147586" 139 454 464 177 250 192
"ENSG00000156735" 2400 3096 3386 1140 1294 1426
"ENSG00000176566" 0 0 0 0 0 0
"ENSG00000286763" 0 1 3 2 0 3
"ENSG00000254208" 13 7 15 3 4 4
"ENSG00000253217" 7 6 15 11 13 5
"ENSG00000137571" 103 123 127 109 88 109
"ENSG00000249328" 3 6 3 2 2 0
"ENSG00000231942" 0 0 0 0 0 0
"ENSG00000270131" 0 0 0 0 0 0
"ENSG00000188343" 349 482 565 203 215 212
"ENSG00000253177" 0 0 0 0 0 0
"ENSG00000253872" 0 0 0 0 0 0
"ENSG00000249510" 0 0 2 4 0 0
"ENSG00000253960" 0 0 0 0 0 0
"ENSG00000271156" 0 0 0 0 0 7
"ENSG00000137574" 1014 1344 1642 528 657 567
"ENSG00000175606" 918 1562 1716 600 684 626
"ENSG00000104325" 563 972 1246 866 1148 920
"ENSG00000253416" 0 0 0 0 0 0
"ENSG00000254376" 0 0 5 0 0 0
"ENSG00000254689" 0 0 1 0 0 1
"ENSG00000248978" 0 0 0 0 0 0
"ENSG00000120963" 758 926 992 422 460 492
"ENSG00000273567" 0 0 0 0 0 0
"ENSG00000253598" 16 13 9 6 9 5
"ENSG00000164924" 27902 27978 33458 14421 15792 17425
"ENSG00000165392" 996 1286 1449 587 700 612
"ENSG00000254182" 0 0 0 0 0 0
"ENSG00000156482" 3555 7801 8469 5020 5278 4853
"ENSG00000254060" 0 0 0 0 0 0
"ENSG00000286484" 0 0 0 0 0 0
"ENSG00000147588" 0 0 0 0 0 1
"ENSG00000164893" 0 1 0 0 0 0
"ENSG00000254055" 0 0 0 0 0 0
"ENSG00000185015" 45 46 91 21 36 26
"ENSG00000254027" 6 6 12 3 9 3
"ENSG00000254180" 5 3 3 3 4 3
"ENSG00000257962" 0 0 0 0 0 0
"ENSG00000244217" 4 0 2 1 0 1
"ENSG00000253362" 0 0 0 0 0 0
"ENSG00000253790" 0 3 0 0 0 0
"ENSG00000205184" 0 0 0 0 0 0
"ENSG00000254387" 0 0 0 0 0 0
"ENSG00000188856" 390 889 916 553 654 632
"ENSG00000248858" 6 9 24 6 4 8
"ENSG00000264578" 0 0 0 0 0 0
"ENSG00000265817" 166 288 312 156 190 159
"ENSG00000254063" 0 0 0 0 0 0
"ENSG00000164695" 180 261 333 153 173 162
"ENSG00000253859" 0 0 0 0 0 0
"ENSG00000180694" 4070 6524 7111 2938 3530 3530
"ENSG00000213750" 0 0 0 0 0 0
"ENSG00000253503" 0 0 0 0 0 0
"ENSG00000255101" 0 0 0 0 0 0
"ENSG00000276006" 0 0 0 0 0 0
"ENSG00000254205" 8 0 0 0 0 0
"ENSG00000254123" 0 0 0 0 0 0
"ENSG00000253525" 3 0 2 0 1 0
"ENSG00000254212" 0 0 0 0 0 0
"ENSG00000104361" 300 369 360 225 246 227
"ENSG00000254380" 0 0 0 0 0 0
"ENSG00000239281" 0 1 0 0 0 0
"ENSG00000253680" 0 0 0 0 0 0
"ENSG00000104267" 74 53 76 26 23 20
"ENSG00000155099" 184 201 279 113 108 116
"ENSG00000254224" 8 8 4 0 2 0
"ENSG00000254202" 0 0 0 0 0 0
"ENSG00000279847" 0 0 0 0 0 0
"ENSG00000168619" 0 0 1 0 0 0
"ENSG00000254251" 0 0 0 0 0 0
"ENSG00000253704" 8 5 3 3 2 0
"ENSG00000248159" 0 0 0 0 0 2
"ENSG00000254219" 0 0 0 0 0 0
"ENSG00000254190" 0 0 0 0 0 0
"ENSG00000253118" 0 0 0 0 0 0
"ENSG00000253553" 1 1 0 5 2 2
"ENSG00000132554" 19 11 18 6 10 6
"ENSG00000271202" 0 0 0 0 0 0
"ENSG00000270861" 1 1 0 1 0 3
"ENSG00000253737" 0 0 0 0 0 0
"ENSG00000147526" 5157 4786 5546 2116 2257 2434
"ENSG00000261437" 0 0 0 0 0 0
"ENSG00000132541" 522 1185 1290 410 572 539
"ENSG00000272249" 0 0 0 0 0 1
"ENSG00000147669" 1471 2439 2639 948 1281 1098
"ENSG00000250031" 7 5 10 1 3 0
"ENSG00000276540" 0 0 0 0 0 0
"ENSG00000123124" 1375 1215 1450 954 975 1015
"ENSG00000147536" 303 525 558 151 140 123
"ENSG00000205133" 671 969 1085 680 714 776
"ENSG00000264448" 1 0 2 1 0 0
"ENSG00000250637" 0 0 0 0 0 0
"ENSG00000287615" 0 0 0 0 0 0
"ENSG00000253576" 0 0 0 0 0 0
"ENSG00000240509" 12 12 27 11 11 14
"ENSG00000133740" 538 843 867 382 474 443
"ENSG00000253374" 0 0 0 0 0 0
"ENSG00000253699" 0 0 0 0 0 0
"ENSG00000184672" 0 0 0 0 0 0
"ENSG00000271148" 0 0 0 0 0 0
"ENSG00000253299" 0 0 0 3 0 0
"ENSG00000253394" 4 0 5 3 2 1
"ENSG00000248585" 5 1 0 0 0 1
"ENSG00000253748" 0 0 0 0 0 0
"ENSG00000253401" 0 0 0 0 0 0
"ENSG00000270980" 0 0 0 0 0 0
"ENSG00000253898" 0 0 0 0 1 1
"ENSG00000176907" 317 617 603 578 596 551
"ENSG00000255105" 0 0 0 0 0 0
"ENSG00000164794" 16 15 33 6 9 2
"ENSG00000255402" 0 0 0 0 0 0
"ENSG00000254151" 0 0 0 0 0 0
"ENSG00000233858" 0 0 0 0 0 0
"ENSG00000156467" 3271 6910 7430 3866 4614 3853
"ENSG00000271971" 10 6 5 2 2 6
"ENSG00000253894" 0 0 0 0 0 0
"ENSG00000253413" 0 0 0 0 0 0
"ENSG00000254118" 0 0 0 0 0 0
"ENSG00000183663" 0 0 0 0 0 0
"ENSG00000253260" 0 0 0 0 0 0
"ENSG00000189233" 1 1 6 7 10 6
"ENSG00000253585" 0 0 0 0 0 0
"ENSG00000255289" 0 0 0 0 0 0
"ENSG00000255099" 0 0 0 0 0 0
"ENSG00000104341" 9171 13597 14620 7252 7839 7238
"ENSG00000287998" 0 0 0 0 0 0
"ENSG00000253799" 3 1 1 0 0 0
"ENSG00000254025" 0 3 0 0 0 0
"ENSG00000221869" 1043 1914 1989 1435 1899 1510
"ENSG00000275103" 0 0 1 0 0 0
"ENSG00000254315" 0 0 0 1 1 0
"ENSG00000271612" 0 0 0 0 0 0
"ENSG00000286308" 0 0 0 0 0 0
"ENSG00000286554" 0 0 0 0 0 0
"ENSG00000253749" 0 0 0 0 0 0
"ENSG00000254339" 0 0 0 0 0 0
"ENSG00000165066" 0 1 0 0 0 0
"ENSG00000253271" 0 0 0 0 0 0
"ENSG00000286578" 0 0 0 0 0 0
"ENSG00000215264" 0 0 0 0 0 0
"ENSG00000253781" 0 0 0 0 0 0
"ENSG00000253429" 0 0 0 0 0 0
"ENSG00000268080" 0 0 0 0 0 0
"ENSG00000233170" 8 22 19 5 9 14
"ENSG00000255361" 0 0 0 0 0 0
"ENSG00000147432" 0 0 0 0 0 0
"ENSG00000253828" 0 0 0 0 0 0
"ENSG00000245970" 67 94 107 38 40 57
"ENSG00000034239" 0 0 0 0 0 0
"ENSG00000104312" 1074 1391 1510 863 908 869
"ENSG00000214050" 45 68 96 44 50 36
"ENSG00000254777" 0 0 0 1 0 0
"ENSG00000280393" 0 0 0 0 0 0
"ENSG00000254079" 0 0 0 0 0 0
"ENSG00000254273" 8 0 0 0 2 0
"ENSG00000253677" 0 0 0 0 0 0
"ENSG00000285579" 0 0 0 0 0 1
"ENSG00000164934" 2410 3942 4537 1461 1595 1422
"ENSG00000254119" 0 1 4 1 1 1
"ENSG00000180543" 563 371 461 231 263 385
"ENSG00000251142" 0 0 0 0 2 0
"ENSG00000254024" 0 0 0 0 0 0
"ENSG00000156486" 16 4 6 1 0 2
"ENSG00000253301" 0 0 0 0 0 0
"ENSG00000133739" 176 209 245 91 121 120
"ENSG00000167910" 0 0 0 0 0 0
"ENSG00000175895" 426 668 815 363 459 390
"ENSG00000253171" 1 0 0 0 0 0
"ENSG00000287654" 0 0 0 1 0 1
"ENSG00000272155" 0 0 0 0 0 0
"ENSG00000287127" 0 1 0 0 0 1
"ENSG00000253633" 5 12 17 9 7 8
"ENSG00000253477" 0 0 0 0 0 1
"ENSG00000253197" 13 1 7 1 5 4
"ENSG00000253509" 0 1 0 0 0 0
"ENSG00000254236" 0 0 0 0 0 1
"ENSG00000278914" 0 0 0 0 0 0
"ENSG00000183154" 2 0 0 1 4 1
"ENSG00000253977" 0 0 0 0 0 0
"ENSG00000164944" 3500 3985 4235 2250 2332 2225
"ENSG00000254057" 0 0 0 0 0 0
"ENSG00000197475" 0 0 0 0 0 0
"ENSG00000253493" 0 0 0 0 0 0
"ENSG00000250295" 10 2 3 9 6 4
"ENSG00000259607" 0 0 0 0 0 0
"ENSG00000253857" 0 0 0 0 0 0
"ENSG00000197275" 308 482 541 136 145 133
"ENSG00000176571" 1 0 0 1 0 1
"ENSG00000260640" 0 0 0 0 0 0
"ENSG00000253784" 0 0 0 0 0 0
"ENSG00000156162" 1340 1914 2102 939 1005 1055
"ENSG00000104517" 3446 1874 3226 1210 1281 1651
"ENSG00000104313" 0 1 0 2 3 1
"ENSG00000147570" 0 1 2 1 2 1
"ENSG00000254143" 23 27 36 10 23 23
"ENSG00000227170" 0 0 0 0 0 0
"ENSG00000254802" 0 0 0 0 0 0
"ENSG00000254225" 0 0 0 0 0 0
"ENSG00000104755" 0 0 0 0 0 0
"ENSG00000156471" 3150 4487 4847 2084 2192 2035
"ENSG00000253663" 0 0 0 0 0 0
"ENSG00000285814" 0 0 0 0 0 0
"ENSG00000286984" 0 0 0 4 1 1
"ENSG00000271381" 0 0 0 0 0 0
"ENSG00000243050" 0 0 0 0 0 0
"ENSG00000164761" 0 0 3 1 2 7
"ENSG00000246263" 23 24 35 20 22 22
"ENSG00000156170" 452 673 668 217 268 214
"ENSG00000254006" 0 0 0 0 0 0
"ENSG00000147689" 9 7 12 4 5 6
"ENSG00000253355" 0 1 0 0 0 0
"ENSG00000212994" 2 22 11 9 8 6
"ENSG00000253723" 0 0 0 0 0 0
"ENSG00000048392" 2051 3525 3647 1537 1862 1725
"ENSG00000254644" 0 0 0 0 0 0
"ENSG00000253351" 1 0 0 0 2 0
"ENSG00000253500" 2 0 0 0 0 0
"ENSG00000271882" 2 3 10 2 4 4
"ENSG00000254302" 0 0 0 0 0 0
"ENSG00000253195" 0 0 0 0 0 0
"ENSG00000254316" 1 0 0 0 0 0
"ENSG00000254346" 2 0 0 0 0 0
"ENSG00000261670" 7 1 2 0 4 0
"ENSG00000254000" 0 0 0 0 0 0
"ENSG00000242595" 4 2 1 0 5 0
"ENSG00000253639" 4 2 1 0 0 0
"ENSG00000241385" 0 0 0 0 0 0
"ENSG00000253395" 7 7 8 3 6 4
"ENSG00000286878" 0 0 0 1 0 0
"ENSG00000254303" 0 0 0 0 0 0
"ENSG00000254290" 139 216 220 212 236 191
"ENSG00000255397" 0 0 0 0 0 0
"ENSG00000279041" 46 15 24 12 11 14
"ENSG00000253551" 0 0 0 0 0 0
"ENSG00000253154" 0 0 0 0 0 0
"ENSG00000246528" 1 0 2 1 0 0
"ENSG00000247570" 0 0 0 0 0 0
"ENSG00000253840" 0 0 0 0 0 0
"ENSG00000253997" 0 0 0 0 0 0
"ENSG00000205002" 2 0 0 0 0 0
"ENSG00000253800" 0 0 0 0 0 0
"ENSG00000157110" 633 257 424 184 233 292
"ENSG00000253702" 0 0 0 0 0 0
"ENSG00000253542" 0 0 0 0 0 0
"ENSG00000254337" 0 0 0 0 0 0
"ENSG00000254344" 0 0 0 0 0 0
"ENSG00000019549" 5 5 7 3 0 3
"ENSG00000254031" 0 0 0 1 0 0
"ENSG00000279347" 2 3 9 1 1 2
"ENSG00000240724" 0 0 0 0 0 0
"ENSG00000169085" 0 0 0 0 0 0
"ENSG00000172167" 307 426 464 126 178 123
"ENSG00000253489" 0 0 0 0 0 0
"ENSG00000239261" 0 0 0 0 0 0
"ENSG00000171316" 653 370 581 203 253 319
"ENSG00000104413" 5 7 5 1 4 3
"ENSG00000273978" 0 0 0 0 0 0
"ENSG00000270682" 2 0 0 0 0 0
"ENSG00000253103" 0 0 0 0 0 0
"ENSG00000164933" 22 51 48 7 36 3
"ENSG00000253499" 0 0 0 0 0 0
"ENSG00000253622" 0 0 0 0 0 0
"ENSG00000253750" 0 0 0 0 0 0
"ENSG00000240590" 0 0 0 0 0 0
"ENSG00000253614" 0 0 0 0 0 0
"ENSG00000278193" 0 0 0 0 0 0
"ENSG00000253760" 0 0 0 0 0 0
"ENSG00000254201" 0 0 0 0 0 0
"ENSG00000246145" 10 2 0 2 2 1
"ENSG00000253842" 0 1 0 0 0 0
"ENSG00000156469" 474 798 857 301 319 321
"ENSG00000228862" 1 4 0 0 0 1
"ENSG00000156172" 376 506 485 205 307 215
"ENSG00000253623" 0 0 0 0 0 0
"ENSG00000274443" 0 0 0 0 0 0
"ENSG00000287301" 4 0 8 0 2 2
"ENSG00000254103" 0 0 0 0 0 0
"ENSG00000136982" 589 953 1082 237 269 210
"ENSG00000276998" 0 0 0 0 0 0
"ENSG00000172172" 1619 3005 3187 1132 1456 1256
"ENSG00000254040" 0 0 0 0 0 0
"ENSG00000253834" 0 0 0 0 0 0
"ENSG00000248318" 2 0 3 4 2 0
"ENSG00000237061" 0 0 0 0 0 0
"ENSG00000245164" 0 0 0 0 2 0
"ENSG00000254129" 0 2 5 2 0 2
"ENSG00000272321" 4 0 0 2 0 0
"ENSG00000253258" 0 0 0 0 0 0
"ENSG00000253471" 0 0 0 0 0 0
"ENSG00000254247" 0 0 0 0 0 0
"ENSG00000253795" 0 0 0 0 0 0
"ENSG00000136999" 31 37 45 7 22 12
"ENSG00000271349" 0 1 0 0 0 0
"ENSG00000236939" 0 0 0 0 0 0
"ENSG00000253228" 0 0 0 0 0 0
"ENSG00000260949" 2 3 2 4 3 0
"ENSG00000253773" 8 3 7 3 4 2
"ENSG00000147642" 232 305 397 281 286 298
"ENSG00000253554" 0 0 0 0 0 0
"ENSG00000253721" 0 0 0 0 0 0
"ENSG00000164841" 9 8 13 7 8 6
"ENSG00000156804" 153 128 140 141 192 159
"ENSG00000253281" 0 0 0 0 0 0
"ENSG00000254306" 0 0 0 0 0 0
"ENSG00000137547" 975 1615 1733 914 1032 1050
"ENSG00000254248" 0 0 0 0 0 0
"ENSG00000248522" 0 0 0 0 0 0
"ENSG00000253619" 0 0 0 0 0 0
"ENSG00000253339" 1 0 0 2 0 0
"ENSG00000245330" 5 3 5 4 4 0
"ENSG00000253583" 0 0 0 0 0 0
"ENSG00000253376" 0 0 0 0 0 0
"ENSG00000253911" 2 0 1 1 0 0
"ENSG00000180938" 13 31 26 25 22 26
"ENSG00000120992" 4291 7523 8064 3106 3188 3083
"ENSG00000271830" 0 0 0 0 0 1
"ENSG00000181171" 0 3 0 0 2 2
"ENSG00000286282" 0 0 0 0 0 0
"ENSG00000249375" 10 2 3 2 2 1
"ENSG00000254084" 0 0 0 1 0 0
"ENSG00000253814" 0 0 0 0 0 0
"ENSG00000272128" 4 4 2 2 0 0
"ENSG00000255457" 0 0 0 0 0 0
"ENSG00000287788" 0 0 0 0 0 0
"ENSG00000132561" 778 1294 1396 929 1126 853
"ENSG00000253967" 0 0 0 0 0 0
"ENSG00000254492" 0 0 0 0 0 0
"ENSG00000175324" 493 1176 1132 449 496 434
"ENSG00000156509" 103 91 135 40 50 45
"ENSG00000137575" 2642 2799 3385 1652 1547 1794
"ENSG00000253851" 0 0 0 0 0 0
"ENSG00000253328" 1 0 0 0 1 1
"ENSG00000250929" 0 0 0 0 0 0
"ENSG00000287942" 0 0 0 0 0 0
"ENSG00000255107" 0 0 0 0 0 0
"ENSG00000254124" 0 0 0 0 0 0
"ENSG00000155792" 124 185 162 115 169 119
"ENSG00000255531" 0 0 0 0 0 0
"ENSG00000282321" 0 0 0 0 0 0
"ENSG00000250727" 0 0 0 1 0 0
"ENSG00000253207" 0 0 0 0 0 0
"ENSG00000254102" 0 0 0 0 0 0
"ENSG00000215114" 1852 2275 2528 1289 1482 1334
"ENSG00000120899" 161 124 178 117 143 157
"ENSG00000253227" 138 188 234 136 149 107
"ENSG00000147677" 2722 4888 5047 2840 3356 2760
"ENSG00000215288" 0 2 0 0 0 0
"ENSG00000253845" 0 0 0 0 0 0
"ENSG00000155097" 2228 3250 3636 1564 1772 1604
"ENSG00000253327" 3 1 1 3 5 1
"ENSG00000104490" 210 200 235 215 224 246
"ENSG00000253564" 0 0 0 0 0 0
"ENSG00000285791" 2 2 0 0 1 0
"ENSG00000253885" 0 0 0 0 0 0
"ENSG00000253942" 0 0 0 1 0 0
"ENSG00000104537" 103 154 219 197 238 181
"ENSG00000023287" 4466 6234 6843 3546 4307 3826
"ENSG00000248599" 1 2 0 0 3 0
"ENSG00000240271" 0 0 0 0 0 0
"ENSG00000288041" 0 0 0 0 0 0
"ENSG00000248050" 4 0 0 1 0 0
"ENSG00000253398" 0 0 0 0 0 0
"ENSG00000165078" 71 91 102 133 125 109
"ENSG00000253726" 0 0 0 0 0 0
"ENSG00000253410" 0 0 0 0 0 0
"ENSG00000253178" 0 0 0 0 0 0
"ENSG00000254113" 0 0 0 0 0 0
"ENSG00000242970" 1 5 1 0 1 1
"ENSG00000253495" 0 0 0 0 0 0
"ENSG00000155087" 0 0 0 0 0 0
"ENSG00000263443" 0 0 0 0 1 0
"ENSG00000164932" 9 12 11 7 17 11
"ENSG00000254347" 0 0 0 0 0 0
"ENSG00000241961" 0 0 0 0 0 0
"ENSG00000253717" 0 0 0 0 0 0
"ENSG00000253454" 4 0 0 0 0 0
"ENSG00000253991" 0 0 0 0 0 0
"ENSG00000239917" 4 1 2 1 0 5
"ENSG00000164758" 241 337 429 189 212 181
"ENSG00000254041" 0 0 0 0 0 0
"ENSG00000241942" 1 1 0 0 0 0
"ENSG00000272502" 0 0 0 0 0 1
"ENSG00000286677" 0 0 0 1 0 0
"ENSG00000271219" 0 0 0 0 0 0
"ENSG00000164754" 7133 11763 12639 5041 5575 4932
"ENSG00000287781" 1 0 0 0 0 0
"ENSG00000280064" 0 0 0 0 0 0
"ENSG00000121039" 1000 1217 1511 1171 1258 1250
"ENSG00000164961" 2490 2251 2807 1229 1266 1380
"ENSG00000253821" 2 2 0 1 1 0
"ENSG00000254357" 0 0 0 0 0 0
"ENSG00000253644" 0 0 0 0 0 0
"ENSG00000255310" 0 0 0 0 0 0
"ENSG00000255413" 0 0 0 0 0 0
"ENSG00000147509" 325 505 594 180 240 219
"ENSG00000253513" 3 0 0 0 3 0
"ENSG00000253556" 0 0 0 0 0 0
"ENSG00000282989" 1 0 0 0 0 0
"ENSG00000253176" 0 0 0 0 1 0
"ENSG00000230169" 0 0 0 0 0 0
"ENSG00000253173" 0 3 2 0 1 1
"ENSG00000034677" 3983 5888 6152 4225 4765 4076
"ENSG00000253580" 0 0 0 0 0 0
"ENSG00000272010" 9 14 18 8 3 6
"ENSG00000176406" 8 1 6 2 2 1
"ENSG00000253322" 0 0 0 0 0 2
"ENSG00000104388" 3393 4688 4793 2367 2547 2546
"ENSG00000147576" 0 0 2 1 1 4
"ENSG00000253945" 0 0 0 0 0 0
"ENSG00000179041" 412 302 385 72 116 158
"ENSG00000246366" 55 45 47 30 15 25
"ENSG00000255364" 0 1 0 3 0 0
"ENSG00000287819" 0 0 0 0 0 0
"ENSG00000120903" 1 1 0 0 0 0
"ENSG00000260368" 9 3 10 1 0 2
"ENSG00000270865" 0 0 0 0 0 0
"ENSG00000254213" 0 0 0 0 0 0
"ENSG00000104375" 786 782 879 345 432 435
"ENSG00000147614" 0 0 0 1 0 1
"ENSG00000064313" 1558 2104 2352 1046 1147 1050
"ENSG00000286362" 4 5 5 2 3 0
"ENSG00000261087" 28 18 35 32 12 17
"ENSG00000286701" 0 0 0 0 0 0
"ENSG00000188778" 0 0 0 0 0 0
"ENSG00000253463" 3 5 5 4 4 0
"ENSG00000285982" 0 3 0 0 0 0
"ENSG00000283157" 0 0 0 0 0 0
"ENSG00000254253" 5 0 3 0 1 0
"ENSG00000254343" 8 8 26 21 25 11
"ENSG00000254166" 402 401 398 93 123 124
"ENSG00000147679" 911 1286 1451 552 729 595
"ENSG00000204949" 5 2 0 2 2 1
"ENSG00000214803" 0 4 2 0 0 3
"ENSG00000254334" 0 0 0 0 0 0
"ENSG00000253629" 0 0 0 0 0 0
"ENSG00000184156" 29 25 21 3 10 5
"ENSG00000285890" 0 0 0 0 0 0
"ENSG00000213873" 0 0 0 0 0 0
"ENSG00000254275" 0 0 0 0 0 0
"ENSG00000253651" 0 0 0 0 0 0
"ENSG00000253124" 0 0 0 0 0 0
"ENSG00000254112" 1 2 0 0 0 0
"ENSG00000248838" 0 0 0 0 0 0
"ENSG00000253479" 0 0 0 0 0 0
"ENSG00000285655" 0 0 0 0 0 0
"ENSG00000272479" 0 0 0 0 0 0
"ENSG00000253924" 0 0 0 0 0 0
"ENSG00000253745" 0 0 0 0 0 0
"ENSG00000198846" 1 7 4 0 0 0
"ENSG00000153317" 2082 932 1557 560 531 820
"ENSG00000147654" 563 1031 1048 415 535 522
"ENSG00000180828" 0 0 1 0 0 0
"ENSG00000253656" 0 0 0 0 0 0
"ENSG00000147676" 6 13 10 5 12 14
"ENSG00000253994" 0 0 0 0 0 0
"ENSG00000182674" 0 0 0 0 0 0
"ENSG00000213003" 7 0 6 0 4 1
"ENSG00000287949" 0 0 0 0 0 0
"ENSG00000176853" 2652 2844 3238 1301 1519 1551
"ENSG00000253318" 0 0 0 0 0 0
"ENSG00000283674" 28 14 8 6 11 12
"ENSG00000253196" 0 0 0 0 0 0
"ENSG00000239344" 0 0 0 0 0 0
"ENSG00000253544" 2 0 0 0 0 0
"ENSG00000155926" 1 0 0 0 0 0
"ENSG00000253427" 0 0 0 0 0 0
"ENSG00000242206" 0 0 0 0 0 0
"ENSG00000287736" 0 0 0 0 0 0
"ENSG00000046889" 24 15 26 15 6 14
"ENSG00000287467" 6 5 5 0 2 2
"ENSG00000253111" 2 0 11 2 2 5
"ENSG00000254065" 2 0 0 0 0 0
"ENSG00000255321" 1 0 0 0 0 0
"ENSG00000254037" 0 0 1 0 0 0
"ENSG00000227514" 0 0 0 0 0 0
"ENSG00000253432" 0 0 0 0 0 0
"ENSG00000253720" 3 3 5 0 2 5
"ENSG00000247081" 24 29 45 16 33 44
"ENSG00000168672" 1263 1414 1542 799 851 891
"ENSG00000274572" 0 0 0 0 0 0
"ENSG00000286034" 0 1 0 0 0 0
"ENSG00000184374" 0 0 0 0 0 0
"ENSG00000227753" 0 0 0 0 0 0
"ENSG00000287230" 0 0 0 0 0 0
"ENSG00000235165" 0 0 0 0 0 0
"ENSG00000286937" 0 0 0 0 0 0
"ENSG00000136997" 1283 1488 1713 607 690 739
"ENSG00000253756" 0 0 0 0 0 0
"ENSG00000259820" 183 96 131 60 75 74
"ENSG00000156787" 676 1131 1192 507 591 501
"ENSG00000287826" 0 0 0 0 0 0
"ENSG00000282961" 2 1 1 1 0 0
"ENSG00000253167" 10 3 4 4 0 13
"ENSG00000169946" 31 18 17 13 27 26
"ENSG00000165156" 1053 1476 1532 657 696 659
"ENSG00000259305" 9 4 3 1 2 1
"ENSG00000254178" 0 0 0 0 0 0
"ENSG00000253621" 1 0 0 3 0 0
"ENSG00000253434" 0 0 0 0 0 0
"ENSG00000253972" 0 0 0 0 0 0
"ENSG00000287657" 1 1 2 1 4 0
"ENSG00000253877" 0 0 1 0 0 0
"ENSG00000253573" 0 1 0 0 0 1
"ENSG00000224722" 0 0 0 0 0 0
"ENSG00000253389" 0 0 0 0 0 0
"ENSG00000279786" 7 3 1 4 1 2
"ENSG00000254557" 0 0 0 0 0 1
"ENSG00000254139" 0 0 0 0 0 0
"ENSG00000243939" 0 0 0 0 0 0
"ENSG00000246228" 68 141 144 76 79 60
"ENSG00000253796" 4 8 6 0 9 2
"ENSG00000283686" 0 0 0 0 0 0
"ENSG00000254294" 0 2 1 0 0 0
"ENSG00000104549" 2116 2516 2991 2101 2443 2325
"ENSG00000254081" 0 0 0 0 0 0
"ENSG00000169439" 615 1128 1229 1023 1233 986
"ENSG00000253988" 0 0 0 0 0 0
"ENSG00000280326" 5 0 7 2 0 1
"ENSG00000240534" 0 0 0 0 0 0
"ENSG00000286010" 14 24 32 13 8 9
"ENSG00000255130" 3 2 6 2 2 1
"ENSG00000205038" 1 0 0 0 1 0
"ENSG00000253782" 0 0 0 0 0 0
"ENSG00000253543" 1 0 3 0 0 0
"ENSG00000258417" 0 0 0 0 0 0
"ENSG00000153310" 2465 3761 4140 1665 1945 1720
"ENSG00000083307" 0 0 2 0 0 0
"ENSG00000254230" 0 0 0 0 0 0
"ENSG00000158106" 281 580 535 273 341 233
"ENSG00000225885" 0 0 0 1 2 0
"ENSG00000286337" 3 0 0 0 1 0
"ENSG00000254394" 0 0 0 0 0 0
"ENSG00000253819" 18 19 15 14 22 34
"ENSG00000244791" 0 0 0 0 1 0
"ENSG00000253117" 0 0 0 0 0 0
"ENSG00000280725" 0 0 0 0 0 0
"ENSG00000254028" 2 5 13 3 10 7
"ENSG00000254263" 11 4 2 3 0 2
"ENSG00000253438" 9 11 18 7 11 12
"ENSG00000280543" 12 5 5 3 2 2
"ENSG00000248231" 9 1 5 2 0 6
"ENSG00000147592" 1876 3906 4120 1913 2184 2117
"ENSG00000198576" 6 18 13 2 8 0
"ENSG00000212993" 1 0 2 2 0 0
"ENSG00000243761" 0 0 0 0 0 0
"ENSG00000067167" 42228 44808 53260 26013 26349 31741
"ENSG00000167656" 2 1 2 1 2 0
"ENSG00000253507" 0 0 0 0 1 0
"ENSG00000253288" 0 3 0 0 0 0
"ENSG00000253336" 3 0 0 0 0 0
"ENSG00000254278" 0 0 0 0 0 0
"ENSG00000288067" 1 0 0 0 0 0
"ENSG00000140396" 1886 1066 1637 844 705 1170
"ENSG00000042832" 3 5 5 4 5 3
"ENSG00000253716" 150 306 399 203 224 178
